"Month","Employee","Quota","Bookings","Attainment","Participation","Quota Held Flag","Attainment Bucket","Team","","","","","",""
"7/1/2012","Robert Lipton"," $ 2,294 "," $ 5,411 ","235.88%","Y","Y","200-300%","SB ACQ","","","","","",""
"7/1/2012","Nate Nickerson"," $ 3,033 "," $ 8,079 ","266.37%","Y","Y","200-300%","MM ACQ","","","","","",""
"7/1/2012","Deangelo Vickers"," $ 9,447 "," $ 7,357 ","77.88%","","Y","70-89%","SB IB","","","","","",""
"7/1/2012","Val Johnson"," $ 7,348 "," $ 9,703 ","132.05%","Y","Y","100-200%","MM IB","","","","","",""
"7/1/2012","Cathy Simms"," $ 5,700 "," $ 5,522 ","96.88%","","Y","90-99%","SB ACQ","","","","","",""
"8/1/2012","Michael Scott"," $ 1,451 "," $ 7,062 ","486.70%","Y","Y","+300%","ENT IB","","","","","",""
"8/1/2012","Dwight Schrute"," $ 7,362 "," $ 6,778 ","92.07%","","Y","90-99%","ENT IB","","","","","",""
"8/1/2012","Jim Halpert"," $ 6,239 "," $ 5,609 ","89.90%","","Y","+300%","ENT IB","","","","","",""
"8/1/2012","Pam Beesly"," $ 7,216 "," $ 6,919 ","95.88%","","Y","90-99%","ENT IB","","","","","",""
"8/1/2012","Ryan Howard"," $ 9,628 "," $ 9,533 ","99.01%","","Y","+300%","ENT IB","","","","","",""
"8/1/2012","Andy Bernard"," $ 7,223 "," $ 7,833 ","108.45%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2012","Robert California"," $ 2,136 "," $ 8,535 ","399.58%","Y","Y","+300%","ENT ACQ","","","","","",""
"8/1/2012","Jan Levinson"," $ 8,019 "," $ 8,540 ","106.50%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2012","Roy Anderson"," $ 7,708 "," $ 7,655 ","99.31%","","Y","+300%","ENT ACQ","","","","","",""
"8/1/2012","Stanley Hudson"," $ 8,593 "," $ 8,901 ","103.58%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2012","Kevin Malone"," $ 7,079 "," $ 7,764 ","109.68%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2012","Meredith Palmer"," $ 1,253 "," $ 5,074 ","404.95%","Y","Y","+300%","MM IB","","","","","",""
"8/1/2012","Angela Martin"," $ 7,118 "," $ 5,404 ","75.92%","","Y","70-89%","MM IB","","","","","",""
"8/1/2012","Oscar Martinez"," $ 1,689 "," $ 6,414 ","379.75%","Y","Y","+300%","MM IB","","","","","",""
"8/1/2012","Phyllis Lapin"," $ 1,930 "," $ 6,949 ","360.05%","Y","Y","+300%","MM IB","","","","","",""
"8/1/2012","Kelly Kapoor"," $ 5,574 "," $ 8,651 ","155.20%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2012","Toby Flenderson"," $ 5,146 "," $ 6,616 ","128.57%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2012","Creed Bratton"," $ 6,879 "," $ 8,437 ","122.65%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2012","Darryl Philbin"," $ 7,262 "," $ 5,725 ","78.84%","","Y","70-89%","MM ACQ","","","","","",""
"8/1/2012","Kelly Erin Hannon"," $ 5,547 "," $ 5,674 ","102.29%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2012","Gabe Lewis"," $ 5,774 "," $ 6,530 ","113.09%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2012","Holly Flax"," $ 1,080 "," $ 5,586 ","517.22%","Y","Y","+300%","SB IB","","","","","",""
"8/1/2012","Nellie Bertram"," $ 3,350 "," $ 5,269 ","157.28%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2012","Clark Green"," $ 3,255 "," $ 6,086 ","186.97%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2012","Pete Miller"," $ 5,021 "," $ 9,713 ","193.45%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2012","Todd Packer"," $ 4,949 "," $ 7,725 ","156.09%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2012","David Wallace"," $ 5,173 "," $ 7,260 ","140.34%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2012","Karen Filippelli"," $ 4,683 "," $ 6,049 ","129.17%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2012","Charles Miner"," $ 8,392 "," $ 5,013 ","59.74%","","Y","30-69%","SB ACQ","","","","","",""
"8/1/2012","Jo Bennett"," $ 1,176 "," $ 8,476 ","720.75%","Y","Y","+300%","SB ACQ","","","","","",""
"8/1/2012","Robert Lipton"," $ 6,315 "," $ 9,260 ","146.63%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2012","Nate Nickerson"," $ 3,370 "," $ 5,275 ","156.53%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2012","Deangelo Vickers"," $ 1,276 "," $ 7,297 ","571.87%","Y","Y","+300%","SB IB","","","","","",""
"8/1/2012","Val Johnson"," $ 4,948 "," $ 5,003 ","101.11%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2012","Cathy Simms"," $ 1,500 "," $ 9,138 ","609.20%","Y","Y","+300%","SB ACQ","","","","","",""
"9/1/2012","Michael Scott"," $ 4,285 "," $ 9,617 ","224.43%","Y","Y","200-300%","ENT IB","","","","","",""
"9/1/2012","Dwight Schrute"," $ 7,950 "," $ 8,299 ","104.39%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2012","Jim Halpert"," $ 7,085 "," $ 9,254 ","130.61%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2012","Pam Beesly"," $ 6,123 "," $ 9,532 ","155.68%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2012","Ryan Howard"," $ 1,572 "," $ 9,905 ","630.09%","Y","Y","+300%","ENT IB","","","","","",""
"9/1/2012","Andy Bernard"," $ 5,528 "," $ 7,767 ","140.50%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2012","Robert California"," $ 3,637 "," $ 6,713 ","184.58%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2012","Jan Levinson"," $ 6,406 "," $ 7,460 ","116.45%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2012","Roy Anderson"," $ 9,180 "," $ 9,150 ","99.67%","","Y","+300%","ENT ACQ","","","","","",""
"9/1/2012","Stanley Hudson"," $ 8,521 "," $ 9,123 ","107.06%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2012","Kevin Malone"," $ 9,665 "," $ 5,505 ","56.96%","","Y","30-69%","MM IB","","","","","",""
"9/1/2012","Meredith Palmer"," $ 5,622 "," $ 6,882 ","122.41%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2012","Angela Martin"," $ 3,300 "," $ 5,829 ","176.64%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2012","Oscar Martinez"," $ 2,955 "," $ 6,670 ","225.72%","Y","Y","200-300%","MM IB","","","","","",""
"9/1/2012","Phyllis Lapin"," $ 9,015 "," $ 9,617 ","106.68%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2012","Kelly Kapoor"," $ 9,289 "," $ 9,075 ","97.70%","","Y","90-99%","MM IB","","","","","",""
"9/1/2012","Toby Flenderson"," $ 9,167 "," $ 8,036 ","87.66%","","Y","70-89%","MM ACQ","","","","","",""
"9/1/2012","Creed Bratton"," $ 8,436 "," $ 8,783 ","104.11%","Y","Y","100-200%","MM ACQ","","","","","",""
"9/1/2012","Darryl Philbin"," $ 8,155 "," $ 6,372 ","78.14%","","Y","70-89%","MM ACQ","","","","","",""
"9/1/2012","Kelly Erin Hannon"," $ 9,635 "," $ 8,595 ","89.21%","","Y","+300%","MM ACQ","","","","","",""
"9/1/2012","Gabe Lewis"," $ 3,085 "," $ 9,820 ","318.31%","Y","Y","+300%","MM ACQ","","","","","",""
"9/1/2012","Holly Flax"," $ 3,326 "," $ 9,305 ","279.77%","Y","Y","200-300%","SB IB","","","","","",""
"9/1/2012","Nellie Bertram"," $ 2,766 "," $ 5,201 ","188.03%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2012","Clark Green"," $ 8,345 "," $ 9,151 ","109.66%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2012","Pete Miller"," $ 4,196 "," $ 5,255 ","125.24%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2012","Todd Packer"," $ 7,887 "," $ 8,859 ","112.32%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2012","David Wallace"," $ 3,844 "," $ 9,077 ","236.13%","Y","Y","200-300%","SB ACQ","","","","","",""
"9/1/2012","Karen Filippelli"," $ 3,970 "," $ 7,310 ","184.13%","Y","Y","100-200%","SB ACQ","","","","","",""
"9/1/2012","Charles Miner"," $ 2,951 "," $ 8,843 ","299.66%","Y","Y","200-300%","SB ACQ","","","","","",""
"9/1/2012","Jo Bennett"," $ 1,443 "," $ 6,514 ","451.42%","Y","Y","+300%","SB ACQ","","","","","",""
"9/1/2012","Robert Lipton"," $ 5,701 "," $ 8,208 ","143.97%","Y","Y","100-200%","SB ACQ","","","","","",""
"9/1/2012","Nate Nickerson"," $ 3,729 "," $ 7,888 ","211.53%","Y","Y","200-300%","MM ACQ","","","","","",""
"9/1/2012","Deangelo Vickers"," $ 1,630 "," $ 9,973 ","611.84%","Y","Y","+300%","SB IB","","","","","",""
"9/1/2012","Val Johnson"," $ 1,051 "," $ 8,119 ","772.50%","Y","Y","+300%","MM IB","","","","","",""
"9/1/2012","Cathy Simms"," $ 5,878 "," $ 8,551 ","145.47%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2012","Michael Scott"," $ 5,855 "," $ 5,242 ","89.53%","","Y","+300%","ENT IB","","","","","",""
"10/1/2012","Dwight Schrute"," $ 1,918 "," $ 6,506 ","339.21%","Y","Y","+300%","ENT IB","","","","","",""
"10/1/2012","Jim Halpert"," $ 6,571 "," $ 5,566 ","84.71%","","Y","70-89%","ENT IB","","","","","",""
"10/1/2012","Pam Beesly"," $ 5,739 "," $ 5,182 ","90.29%","","Y","90-99%","ENT IB","","","","","",""
"10/1/2012","Ryan Howard"," $ 4,778 "," $ 6,497 ","135.98%","Y","Y","100-200%","ENT IB","","","","","",""
"10/1/2012","Andy Bernard"," $ 6,909 "," $ 5,115 ","74.03%","","Y","70-89%","ENT ACQ","","","","","",""
"10/1/2012","Robert California"," $ 4,788 "," $ 7,943 ","165.89%","Y","Y","100-200%","ENT ACQ","","","","","",""
"10/1/2012","Jan Levinson"," $ 9,205 "," $ 5,396 ","58.62%","","Y","30-69%","ENT ACQ","","","","","",""
"10/1/2012","Roy Anderson"," $ 1,508 "," $ 5,628 ","373.21%","Y","Y","+300%","ENT ACQ","","","","","",""
"10/1/2012","Stanley Hudson"," $ 3,732 "," $ 6,766 ","181.30%","Y","Y","100-200%","ENT ACQ","","","","","",""
"10/1/2012","Kevin Malone"," $ 8,420 "," $ 6,282 ","74.61%","","Y","70-89%","MM IB","","","","","",""
"10/1/2012","Meredith Palmer"," $ 8,004 "," $ 5,503 ","68.75%","","Y","30-69%","MM IB","","","","","",""
"10/1/2012","Angela Martin"," $ 5,345 "," $ 9,180 ","171.75%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2012","Oscar Martinez"," $ 2,039 "," $ 9,139 ","448.21%","Y","Y","+300%","MM IB","","","","","",""
"10/1/2012","Phyllis Lapin"," $ 3,247 "," $ 5,962 ","183.62%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2012","Kelly Kapoor"," $ 5,072 "," $ 9,890 ","194.99%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2012","Toby Flenderson"," $ 6,580 "," $ 6,753 ","102.63%","Y","Y","100-200%","MM ACQ","","","","","",""
"10/1/2012","Creed Bratton"," $ 9,032 "," $ 9,763 ","108.09%","Y","Y","100-200%","MM ACQ","","","","","",""
"10/1/2012","Darryl Philbin"," $ 1,264 "," $ 6,030 ","477.06%","Y","Y","+300%","MM ACQ","","","","","",""
"10/1/2012","Kelly Erin Hannon"," $ 4,314 "," $ 6,503 ","150.74%","Y","Y","100-200%","MM ACQ","","","","","",""
"10/1/2012","Gabe Lewis"," $ 8,792 "," $ 5,079 ","57.77%","","Y","30-69%","MM ACQ","","","","","",""
"10/1/2012","Holly Flax"," $ 5,435 "," $ 5,488 ","100.98%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2012","Nellie Bertram"," $ 4,219 "," $ 6,764 ","160.32%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2012","Clark Green"," $ 2,850 "," $ 7,679 ","269.44%","Y","Y","200-300%","SB IB","","","","","",""
"10/1/2012","Pete Miller"," $ 4,570 "," $ 9,322 ","203.98%","Y","Y","200-300%","SB IB","","","","","",""
"10/1/2012","Todd Packer"," $ 4,836 "," $ 9,267 ","191.63%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2012","David Wallace"," $ 6,116 "," $ 6,877 ","112.44%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2012","Karen Filippelli"," $ 4,214 "," $ 8,572 ","203.42%","Y","Y","200-300%","SB ACQ","","","","","",""
"10/1/2012","Charles Miner"," $ 4,269 "," $ 5,587 ","130.87%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2012","Jo Bennett"," $ 7,780 "," $ 7,374 ","94.78%","","Y","90-99%","SB ACQ","","","","","",""
"10/1/2012","Robert Lipton"," $ 9,473 "," $ 5,689 ","60.05%","","Y","30-69%","SB ACQ","","","","","",""
"10/1/2012","Nate Nickerson"," $ 9,449 "," $ 9,172 ","97.07%","","Y","90-99%","MM ACQ","","","","","",""
"10/1/2012","Deangelo Vickers"," $ 2,898 "," $ 6,095 ","210.32%","Y","Y","200-300%","SB IB","","","","","",""
"10/1/2012","Val Johnson"," $ 2,586 "," $ 8,936 ","345.55%","Y","Y","+300%","MM IB","","","","","",""
"10/1/2012","Cathy Simms"," $ 8,339 "," $ 5,185 ","62.18%","","Y","30-69%","SB ACQ","","","","","",""
"11/1/2012","Michael Scott"," $ 9,502 "," $ 8,796 ","92.57%","","Y","90-99%","ENT IB","","","","","",""
"11/1/2012","Dwight Schrute"," $ 3,927 "," $ 5,780 ","147.19%","Y","Y","100-200%","ENT IB","","","","","",""
"11/1/2012","Jim Halpert"," $ 8,910 "," $ 7,755 ","87.04%","","Y","70-89%","ENT IB","","","","","",""
"11/1/2012","Pam Beesly"," $ 4,038 "," $ 9,900 ","245.17%","Y","Y","200-300%","ENT IB","","","","","",""
"11/1/2012","Ryan Howard"," $ 7,301 "," $ 9,084 ","124.42%","Y","Y","100-200%","ENT IB","","","","","",""
"11/1/2012","Andy Bernard"," $ 9,621 "," $ 6,108 ","63.49%","","Y","30-69%","ENT ACQ","","","","","",""
"11/1/2012","Robert California"," $ 5,559 "," $ 6,072 ","109.23%","Y","Y","100-200%","ENT ACQ","","","","","",""
"11/1/2012","Jan Levinson"," $ 5,662 "," $ 6,109 ","107.89%","Y","Y","100-200%","ENT ACQ","","","","","",""
"11/1/2012","Roy Anderson"," $ 2,436 "," $ 5,294 ","217.32%","Y","Y","200-300%","ENT ACQ","","","","","",""
"11/1/2012","Stanley Hudson"," $ 8,020 "," $ 9,572 ","119.35%","Y","Y","100-200%","ENT ACQ","","","","","",""
"11/1/2012","Kevin Malone"," $ 8,243 "," $ 9,538 ","115.71%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2012","Meredith Palmer"," $ 2,696 "," $ 5,976 ","221.66%","Y","Y","200-300%","MM IB","","","","","",""
"11/1/2012","Angela Martin"," $ 4,968 "," $ 8,239 ","165.84%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2012","Oscar Martinez"," $ 1,961 "," $ 5,996 ","305.76%","Y","Y","+300%","MM IB","","","","","",""
"11/1/2012","Phyllis Lapin"," $ 6,092 "," $ 6,547 ","107.47%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2012","Kelly Kapoor"," $ 1,206 "," $ 8,841 ","733.08%","Y","Y","+300%","MM IB","","","","","",""
"11/1/2012","Toby Flenderson"," $ 9,280 "," $ 8,628 ","92.97%","","Y","90-99%","MM ACQ","","","","","",""
"11/1/2012","Creed Bratton"," $ 3,028 "," $ 5,944 ","196.30%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2012","Darryl Philbin"," $ 2,532 "," $ 9,280 ","366.51%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2012","Kelly Erin Hannon"," $ 8,245 "," $ 9,996 ","121.24%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2012","Gabe Lewis"," $ 2,408 "," $ 8,710 ","361.71%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2012","Holly Flax"," $ 8,790 "," $ 7,457 ","84.84%","","Y","70-89%","SB IB","","","","","",""
"11/1/2012","Nellie Bertram"," $ 4,616 "," $ 6,084 ","131.80%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2012","Clark Green"," $ 1,142 "," $ 8,004 ","700.88%","Y","Y","+300%","SB IB","","","","","",""
"11/1/2012","Pete Miller"," $ 6,964 "," $ 7,370 ","105.83%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2012","Todd Packer"," $ 8,605 "," $ 8,651 ","100.53%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2012","David Wallace"," $ 6,215 "," $ 8,431 ","135.66%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2012","Karen Filippelli"," $ 4,860 "," $ 5,912 ","121.65%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2012","Charles Miner"," $ 6,155 "," $ 5,846 ","94.98%","","Y","90-99%","SB ACQ","","","","","",""
"11/1/2012","Jo Bennett"," $ 2,456 "," $ 5,106 ","207.90%","Y","Y","200-300%","SB ACQ","","","","","",""
"11/1/2012","Robert Lipton"," $ 1,289 "," $ 7,599 ","589.53%","Y","Y","+300%","SB ACQ","","","","","",""
"11/1/2012","Nate Nickerson"," $ 4,050 "," $ 5,157 ","127.33%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2012","Deangelo Vickers"," $ 8,186 "," $ 7,972 ","97.39%","","Y","90-99%","SB IB","","","","","",""
"11/1/2012","Val Johnson"," $ 6,061 "," $ 8,050 ","132.82%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2012","Cathy Simms"," $ 3,086 "," $ 6,689 ","216.75%","Y","Y","200-300%","SB ACQ","","","","","",""
"12/1/2012","Michael Scott"," $ 5,482 "," $ 6,785 ","123.77%","Y","Y","100-200%","ENT IB","","","","","",""
"12/1/2012","Dwight Schrute"," $ 8,743 "," $ 9,498 ","108.64%","Y","Y","100-200%","ENT IB","","","","","",""
"12/1/2012","Jim Halpert"," $ 7,338 "," $ 6,502 ","88.61%","","Y","70-89%","ENT IB","","","","","",""
"12/1/2012","Pam Beesly"," $ 3,482 "," $ 6,469 ","185.78%","Y","Y","100-200%","ENT IB","","","","","",""
"12/1/2012","Ryan Howard"," $ 4,419 "," $ 5,366 ","121.43%","Y","Y","100-200%","ENT IB","","","","","",""
"12/1/2012","Andy Bernard"," $ 3,908 "," $ 9,044 ","231.42%","Y","Y","200-300%","ENT ACQ","","","","","",""
"12/1/2012","Robert California"," $ 2,873 "," $ 8,598 ","299.27%","Y","Y","200-300%","ENT ACQ","","","","","",""
"12/1/2012","Jan Levinson"," $ 7,151 "," $ 7,141 ","99.86%","","Y","+300%","ENT ACQ","","","","","",""
"12/1/2012","Roy Anderson"," $ 2,717 "," $ 9,526 ","350.61%","Y","Y","+300%","ENT ACQ","","","","","",""
"12/1/2012","Stanley Hudson"," $ 1,564 "," $ 8,879 ","567.71%","Y","Y","+300%","ENT ACQ","","","","","",""
"12/1/2012","Kevin Malone"," $ 6,476 "," $ 7,589 ","117.19%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2012","Meredith Palmer"," $ 2,564 "," $ 7,080 ","276.13%","Y","Y","200-300%","MM IB","","","","","",""
"12/1/2012","Angela Martin"," $ 8,648 "," $ 5,742 ","66.40%","","Y","30-69%","MM IB","","","","","",""
"12/1/2012","Oscar Martinez"," $ 4,576 "," $ 8,176 ","178.67%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2012","Phyllis Lapin"," $ 1,524 "," $ 9,128 ","598.95%","Y","Y","+300%","MM IB","","","","","",""
"12/1/2012","Kelly Kapoor"," $ 7,545 "," $ 6,910 ","91.58%","","Y","90-99%","MM IB","","","","","",""
"12/1/2012","Toby Flenderson"," $ 4,086 "," $ 6,157 ","150.69%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2012","Creed Bratton"," $ 4,247 "," $ 6,268 ","147.59%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2012","Darryl Philbin"," $ 7,055 "," $ 8,279 ","117.35%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2012","Kelly Erin Hannon"," $ 8,572 "," $ 9,768 ","113.95%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2012","Gabe Lewis"," $ 6,323 "," $ 8,809 ","139.32%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2012","Holly Flax"," $ 8,808 "," $ 9,528 ","108.17%","Y","Y","100-200%","SB IB","","","","","",""
"12/1/2012","Nellie Bertram"," $ 7,118 "," $ 7,147 ","100.41%","Y","Y","100-200%","SB IB","","","","","",""
"12/1/2012","Clark Green"," $ 9,635 "," $ 9,046 ","93.89%","","Y","90-99%","SB IB","","","","","",""
"12/1/2012","Pete Miller"," $ 3,338 "," $ 8,038 ","240.80%","Y","Y","200-300%","SB IB","","","","","",""
"12/1/2012","Todd Packer"," $ 8,793 "," $ 7,630 ","86.77%","","Y","70-89%","SB IB","","","","","",""
"12/1/2012","David Wallace"," $ 1,324 "," $ 5,454 ","411.93%","Y","Y","+300%","SB ACQ","","","","","",""
"12/1/2012","Karen Filippelli"," $ 4,498 "," $ 6,987 ","155.34%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2012","Charles Miner"," $ 9,196 "," $ 6,431 ","69.93%","","Y","+300%","SB ACQ","","","","","",""
"12/1/2012","Jo Bennett"," $ 4,481 "," $ 6,365 ","142.04%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2012","Robert Lipton"," $ 9,378 "," $ 6,553 ","69.88%","","Y","+300%","SB ACQ","","","","","",""
"12/1/2012","Nate Nickerson"," $ 9,310 "," $ 5,524 ","59.33%","","Y","30-69%","MM ACQ","","","","","",""
"12/1/2012","Deangelo Vickers"," $ 3,207 "," $ 5,156 ","160.77%","Y","Y","100-200%","SB IB","","","","","",""
"12/1/2012","Val Johnson"," $ 1,037 "," $ 6,317 ","609.16%","Y","Y","+300%","MM IB","","","","","",""
"12/1/2012","Cathy Simms"," $ 3,580 "," $ 6,654 ","185.87%","Y","Y","100-200%","SB ACQ","","","","","",""
"1/1/2013","Michael Scott"," $ 3,293 "," $ 8,459 ","256.88%","Y","Y","200-300%","ENT IB","","","","","",""
"1/1/2013","Dwight Schrute"," $ 1,537 "," $ 8,915 ","580.03%","Y","Y","+300%","ENT IB","","","","","",""
"1/1/2013","Jim Halpert"," $ 2,661 "," $ 8,746 ","328.67%","Y","Y","+300%","ENT IB","","","","","",""
"1/1/2013","Pam Beesly"," $ 5,111 "," $ 7,983 ","156.19%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2013","Ryan Howard"," $ 7,052 "," $ 8,572 ","121.55%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2013","Andy Bernard"," $ 3,817 "," $ 9,476 ","248.26%","Y","Y","200-300%","ENT ACQ","","","","","",""
"1/1/2013","Robert California"," $ 1,253 "," $ 6,376 ","508.86%","Y","Y","+300%","ENT ACQ","","","","","",""
"1/1/2013","Jan Levinson"," $ 3,516 "," $ 7,393 ","210.27%","Y","Y","200-300%","ENT ACQ","","","","","",""
"1/1/2013","Roy Anderson"," $ 5,143 "," $ 9,561 ","185.90%","Y","Y","100-200%","ENT ACQ","","","","","",""
"1/1/2013","Stanley Hudson"," $ 9,941 "," $ 7,889 ","79.36%","","Y","70-89%","ENT ACQ","","","","","",""
"1/1/2013","Kevin Malone"," $ 7,345 "," $ 7,589 ","103.32%","Y","Y","100-200%","MM IB","","","","","",""
"1/1/2013","Meredith Palmer"," $ 2,412 "," $ 6,602 ","273.71%","Y","Y","200-300%","MM IB","","","","","",""
"1/1/2013","Angela Martin"," $ 4,891 "," $ 8,870 ","181.35%","Y","Y","100-200%","MM IB","","","","","",""
"1/1/2013","Oscar Martinez"," $ 7,130 "," $ 8,758 ","122.83%","Y","Y","100-200%","MM IB","","","","","",""
"1/1/2013","Phyllis Lapin"," $ 2,771 "," $ 8,320 ","300.25%","Y","Y","+300%","MM IB","","","","","",""
"1/1/2013","Kelly Kapoor"," $ 3,596 "," $ 9,036 ","251.28%","Y","Y","200-300%","MM IB","","","","","",""
"1/1/2013","Toby Flenderson"," $ 9,579 "," $ 6,088 ","63.56%","","Y","30-69%","MM ACQ","","","","","",""
"1/1/2013","Creed Bratton"," $ 1,294 "," $ 6,438 ","497.53%","Y","Y","+300%","MM ACQ","","","","","",""
"1/1/2013","Darryl Philbin"," $ 2,514 "," $ 9,193 ","365.67%","Y","Y","+300%","MM ACQ","","","","","",""
"1/1/2013","Kelly Erin Hannon"," $ 1,414 "," $ 7,641 ","540.38%","Y","Y","+300%","MM ACQ","","","","","",""
"1/1/2013","Gabe Lewis"," $ 3,849 "," $ 5,707 ","148.27%","Y","Y","100-200%","MM ACQ","","","","","",""
"1/1/2013","Holly Flax"," $ 7,641 "," $ 6,010 ","78.65%","","Y","70-89%","SB IB","","","","","",""
"1/1/2013","Nellie Bertram"," $ 1,592 "," $ 6,552 ","411.56%","Y","Y","+300%","SB IB","","","","","",""
"1/1/2013","Clark Green"," $ 1,110 "," $ 8,001 ","720.81%","Y","Y","+300%","SB IB","","","","","",""
"1/1/2013","Pete Miller"," $ 8,521 "," $ 6,421 ","75.36%","","Y","70-89%","SB IB","","","","","",""
"1/1/2013","Todd Packer"," $ 7,973 "," $ 6,337 ","79.48%","","Y","70-89%","SB IB","","","","","",""
"1/1/2013","David Wallace"," $ 6,747 "," $ 8,956 ","132.74%","Y","Y","100-200%","SB ACQ","","","","","",""
"1/1/2013","Karen Filippelli"," $ 1,615 "," $ 5,354 ","331.52%","Y","Y","+300%","SB ACQ","","","","","",""
"1/1/2013","Charles Miner"," $ 8,681 "," $ 9,681 ","111.52%","Y","Y","100-200%","SB ACQ","","","","","",""
"1/1/2013","Jo Bennett"," $ 8,783 "," $ 6,374 ","72.57%","","Y","70-89%","SB ACQ","","","","","",""
